job_title,experience_level,employment_type,salary,company_location,num_skills,is_data_scientist,is_developer,is_analyst,interst_area,burnout_risk
Data Engineer,MI,FT,120000,US,7,0,0,0,AI,low
Data Engineer,SE,FT,259000,US,8,0,0,0,AI,low
Data Engineer,SE,FT,146000,US,7,0,0,0,webdev,low
Data Analyst,MI,FT,109532,HR,8,0,0,0,healthcare,low
Data Analyst,MI,FT,73021,HR,5,0,0,0,finance,low
Data Analyst,EN,PT,17794,IN,6,0,0,0,webdev,low
Data Scientist,EN,FT,19539,BR,3,1,0,0,AI,low
Data Science Lead,SE,FT,247500,US,7,0,0,0,AI,low
Data Science Lead,SE,FT,172200,US,7,0,0,0,AI,low
Data Scientist,SE,FT,225000,US,3,1,0,0,healthcare,medium
Data Scientist,SE,FT,156400,US,8,1,0,0,healthcare,low
Data Engineer,SE,FT,139500,US,7,0,0,0,webdev,low
Data Engineer,SE,FT,109400,US,9,0,0,0,finance,low
Data Engineer,MI,FT,125000,US,5,0,0,0,webdev,low
Data Engineer,MI,FT,90000,US,6,0,0,0,cybersecurity,low
Machine Learning Infrastructure Engineer,SE,FT,107614,FR,3,0,0,0,AI,low
Machine Learning Infrastructure Engineer,SE,FT,75330,FR,6,0,0,0,AI,low
Data Scientist,SE,FT,185900,US,9,1,0,0,AI,medium
Data Scientist,SE,FT,129300,US,7,1,0,0,webdev,low
Machine Learning Engineer,SE,FT,139500,US,7,0,0,0,webdev,medium
Machine Learning Engineer,SE,FT,109400,US,9,0,0,0,AI,medium
Data Analyst,SE,FT,120000,US,3,0,0,0,webdev,medium
Data Analyst,SE,FT,75000,US,5,0,0,0,healthcare,high
Data Analyst,SE,FT,169000,US,4,0,0,0,healthcare,low
Data Analyst,SE,FT,110600,US,3,0,0,0,webdev,low
Machine Learning Engineer,SE,FT,288000,US,4,0,0,0,AI,medium
Machine Learning Engineer,SE,FT,140000,US,9,0,0,0,webdev,low
Machine Learning Engineer,SE,FT,288000,US,8,0,0,0,webdev,low
Machine Learning Engineer,SE,FT,140000,US,4,0,0,0,webdev,medium
Data Engineer,MI,FT,120000,US,5,0,0,0,cybersecurity,medium
Data Engineer,MI,FT,90000,US,8,0,0,0,healthcare,high
Data Science Lead,MI,FT,73021,GB,4,0,0,0,finance,high
Data Science Lead,MI,FT,60851,GB,9,0,0,0,finance,medium
Data Scientist,SE,FT,215050,US,8,1,0,0,cybersecurity,low
Data Scientist,SE,FT,156400,US,9,1,0,0,webdev,medium
Data Architect,SE,FT,198000,US,4,0,0,0,cybersecurity,low
Data Architect,SE,FT,114000,US,9,0,0,0,cybersecurity,low
Data Analyst,EN,FT,75000,US,5,0,0,0,AI,medium
Data Analyst,EN,FT,60000,US,4,0,0,0,healthcare,low
Machine Learning Engineer,SE,FT,204500,US,4,0,0,0,finance,low
Machine Learning Engineer,SE,FT,142200,US,4,0,0,0,webdev,low
Data Scientist,SE,FT,209300,US,3,1,0,0,finance,medium
Data Scientist,SE,FT,182200,US,3,1,0,0,finance,low
Data Manager,SE,FT,140000,US,3,0,0,0,healthcare,medium
Data Manager,SE,FT,120000,US,5,0,0,0,finance,low
Data Scientist,EN,FT,85000,US,8,1,0,0,finance,medium
Machine Learning Engineer,MI,FT,48680,GB,9,0,0,0,cybersecurity,medium
Research Engineer,EN,FT,120000,GB,7,0,0,0,healthcare,low
Research Engineer,EN,FT,60000,GB,4,0,0,0,AI,low
Machine Learning Engineer,SE,FT,147100,US,9,0,0,0,webdev,low
Machine Learning Engineer,SE,FT,90700,US,4,0,0,0,finance,high
Data Engineer,SE,FT,230000,US,5,0,0,0,webdev,medium
Data Engineer,SE,FT,170000,US,4,0,0,0,AI,high
Data Analyst,SE,FT,227000,US,3,0,0,0,webdev,low
Data Analyst,SE,FT,108000,US,7,0,0,0,AI,medium
Data Engineer,SE,FT,180000,US,6,0,0,0,cybersecurity,medium
Data Engineer,SE,FT,160000,US,4,0,0,0,finance,medium
Data Architect,SE,FT,180000,US,9,0,0,0,AI,high
Data Architect,SE,FT,160000,US,3,0,0,0,webdev,low
Data Engineer,SE,FT,180000,US,6,0,0,0,finance,low
Data Engineer,SE,FT,130000,US,7,0,0,0,cybersecurity,medium
Data Analyst,SE,FT,55959,ES,6,0,0,0,finance,medium
Data Analyst,SE,FT,51655,ES,3,0,0,0,AI,low
Data Analyst,EN,FT,60000,US,8,0,0,0,cybersecurity,low
Data Analyst,EN,FT,50000,US,8,0,0,0,webdev,low
Data Engineer,SE,FT,226700,US,6,0,0,0,cybersecurity,low
Data Engineer,SE,FT,133300,US,5,0,0,0,cybersecurity,low
Data Engineer,SE,FT,252000,US,9,0,0,0,healthcare,medium
Data Engineer,SE,FT,129000,US,9,0,0,0,cybersecurity,medium
Big Data Architect,SE,FT,152126,GB,6,0,0,0,cybersecurity,low
Data Scientist,EN,FT,9739,IN,4,1,0,0,finance,low
Data Analyst,SE,FT,80000,US,4,0,0,0,webdev,low
Data Analyst,SE,FT,52500,US,9,0,0,0,finance,low
Data Engineer,SE,FT,250000,US,9,0,0,0,finance,medium
Data Engineer,SE,FT,162500,US,8,0,0,0,AI,high
Data Analyst,EN,FT,85000,US,5,0,0,0,finance,low
Data Analyst,EN,FT,75000,US,3,0,0,0,healthcare,medium
Data Analyst,SE,FT,153600,US,4,0,0,0,healthcare,medium
Data Analyst,SE,FT,106800,US,9,0,0,0,AI,medium
Data Analyst,MI,FT,165000,US,8,0,0,0,webdev,low
Data Analyst,MI,FT,124000,US,7,0,0,0,webdev,high
Data Analyst,SE,FT,115934,US,8,0,0,0,finance,low
Data Analyst,SE,FT,81666,US,4,0,0,0,finance,low
Data Engineer,SE,FT,167580,US,4,0,0,0,finance,low
Data Engineer,SE,FT,87980,US,8,0,0,0,webdev,low
Data Engineer,SE,FT,250000,US,3,0,0,0,cybersecurity,low
Data Engineer,SE,FT,63000,US,6,0,0,0,healthcare,low
Research Scientist,SE,FT,253750,ES,4,0,0,0,cybersecurity,low
Research Scientist,SE,FT,169200,ES,8,0,0,0,cybersecurity,medium
Research Scientist,SE,FT,253750,ES,9,0,0,0,webdev,medium
Research Scientist,SE,FT,169200,ES,8,0,0,0,cybersecurity,low
Data Scientist,MI,FT,170000,US,5,1,0,0,AI,medium
Data Scientist,MI,FT,120000,US,6,1,0,0,finance,medium
Data Engineer,SE,FT,124740,US,7,0,0,0,AI,medium
Data Engineer,SE,FT,65488,US,3,0,0,0,healthcare,low
Data Engineer,SE,FT,213580,US,7,0,0,0,finance,medium
Data Engineer,SE,FT,163625,US,6,0,0,0,cybersecurity,high
Data Engineer,EN,FT,12000,VN,6,0,0,0,healthcare,medium
Machine Learning Software Engineer,SE,FT,375000,US,6,0,0,0,finance,low
Data Engineer,SE,FT,102234,IE,7,0,0,0,cybersecurity,low
Product Data Analyst,MI,FT,16435,IN,9,0,0,0,AI,medium
Machine Learning Engineer,SE,FT,220000,US,6,0,0,0,finance,low
Machine Learning Engineer,SE,FT,170000,US,8,0,0,0,cybersecurity,low
Data Engineer,EX,FT,235000,US,7,0,0,0,AI,low
Data Engineer,EX,FT,210000,US,6,0,0,0,healthcare,medium
Data Architect,SE,FT,180000,US,8,0,0,0,healthcare,medium
Data Architect,SE,FT,115000,US,9,0,0,0,healthcare,low
Data Architect,SE,FT,200000,US,5,0,0,0,healthcare,high
Data Architect,SE,FT,115000,US,9,0,0,0,webdev,low
Data Science Manager,SE,FT,231250,US,6,0,0,0,finance,medium
Data Science Manager,SE,FT,138750,US,7,0,0,0,finance,medium
Machine Learning Engineer,SE,FT,284310,US,4,0,0,0,webdev,medium
Machine Learning Engineer,SE,FT,153090,US,6,0,0,0,cybersecurity,high
Data Engineer,SE,FT,160000,US,4,0,0,0,cybersecurity,low
Data Engineer,SE,FT,75000,US,8,0,0,0,healthcare,medium
Data Analyst,MI,FT,125000,US,5,0,0,0,AI,low
Data Analyst,MI,FT,105000,US,3,0,0,0,cybersecurity,medium
Data Analyst,MI,FT,109532,GB,9,0,0,0,AI,medium
Data Analyst,MI,FT,85191,GB,5,0,0,0,finance,medium
Data Analyst,EN,FT,55000,US,6,0,0,0,AI,low
Data Analyst,EN,FT,48000,US,4,0,0,0,finance,medium
Data Analyst,EN,FT,100000,US,9,0,0,0,webdev,low
Data Science Lead,SE,FT,225900,US,4,0,0,0,webdev,low
Data Science Lead,SE,FT,156400,US,7,0,0,0,healthcare,medium
Data Engineer,SE,FT,250000,US,4,0,0,0,cybersecurity,low
Data Engineer,SE,FT,162500,US,7,0,0,0,healthcare,medium
Machine Learning Engineer,SE,FT,318300,US,8,0,0,0,finance,low
Machine Learning Engineer,SE,FT,188800,US,9,0,0,0,healthcare,low
Data Analyst,SE,FT,385000,US,9,0,0,0,AI,medium
Data Analyst,SE,FT,60000,US,3,0,0,0,finance,low
Data Analyst,MI,FT,110000,US,6,0,0,0,webdev,low
Data Analyst,MI,FT,95000,US,7,0,0,0,cybersecurity,medium
Data Scientist,SE,FT,145000,US,3,1,0,0,finance,low
Data Scientist,SE,FT,135000,US,4,1,0,0,finance,medium
Data Analyst,SE,FT,180180,US,4,0,0,0,AI,low
Data Analyst,SE,FT,106020,US,3,0,0,0,cybersecurity,medium
Data Analyst,SE,FT,93919,US,9,0,0,0,webdev,medium
Data Analyst,SE,FT,51962,US,4,0,0,0,finance,medium
Data Engineer,SE,FT,241871,US,8,0,0,0,finance,low
Data Engineer,SE,FT,133832,US,8,0,0,0,AI,medium
Data Scientist,SE,FT,170000,US,3,1,0,0,healthcare,medium
Data Scientist,SE,FT,90000,US,7,1,0,0,webdev,medium
Data Engineer,EX,FT,210914,US,7,0,0,0,cybersecurity,low
Data Engineer,EX,FT,116704,US,3,0,0,0,finance,medium
Data Analyst,SE,FT,192500,US,7,0,0,0,finance,medium
Data Analyst,SE,FT,140000,US,9,0,0,0,webdev,low
Data Scientist,SE,FT,149076,US,9,1,0,0,healthcare,low
Data Scientist,SE,FT,82365,US,7,1,0,0,finance,medium
Machine Learning Engineer,MI,FT,36000,MX,8,0,0,0,webdev,low
Data Scientist,SE,FT,175000,US,7,1,0,0,AI,high
Data Scientist,SE,FT,148750,US,9,1,0,0,healthcare,medium
Research Scientist,SE,FT,370000,US,5,0,0,0,cybersecurity,medium
Research Scientist,SE,FT,200000,US,6,0,0,0,finance,low
Data Scientist,SE,FT,235000,US,4,1,0,0,webdev,low
Data Scientist,SE,FT,185000,US,5,1,0,0,AI,high
Machine Learning Engineer,MI,FT,121702,GB,7,0,0,0,cybersecurity,low
Machine Learning Engineer,MI,FT,97361,GB,8,0,0,0,webdev,medium
Data Scientist,SE,FT,216100,US,3,1,0,0,webdev,low
Data Scientist,SE,FT,140800,US,7,1,0,0,cybersecurity,low
Machine Learning Engineer,MI,FT,146042,GB,8,0,0,0,AI,low
Machine Learning Engineer,MI,FT,121702,GB,6,0,0,0,AI,low
Computer Vision Software Engineer,SE,FT,53807,CA,7,0,0,0,healthcare,high
Data Scientist,EN,FT,110000,US,9,1,0,0,finance,low
Data Engineer,SE,FT,128000,US,3,0,0,0,cybersecurity,low
Data Engineer,SE,FT,81500,US,8,0,0,0,cybersecurity,low
Data Engineer,MI,FT,66936,GB,8,0,0,0,cybersecurity,low
Data Engineer,MI,FT,63285,GB,8,0,0,0,AI,low
Data Analyst,MI,FT,60851,GB,6,0,0,0,finance,medium
Data Analyst,MI,FT,54766,GB,7,0,0,0,healthcare,low
Data Engineer,EX,FT,284000,US,6,0,0,0,webdev,low
Data Engineer,EX,FT,236000,US,4,0,0,0,webdev,low
Research Scientist,SE,FT,248100,CA,4,0,0,0,cybersecurity,high
Research Scientist,SE,FT,145900,CA,7,0,0,0,finance,low
Research Engineer,SE,FT,155850,US,9,0,0,0,AI,low
Research Engineer,SE,FT,102544,US,6,0,0,0,finance,medium
Data Scientist,MI,FT,151410,US,3,1,0,0,finance,low
Data Scientist,MI,FT,115360,US,8,1,0,0,AI,low
Data Engineer,MI,FT,66721,ES,8,0,0,0,cybersecurity,low
Data Engineer,MI,FT,59188,ES,7,0,0,0,finance,medium
Director of Data Science,SE,FT,126636,CA,9,0,0,0,webdev,low
Azure Data Engineer,SE,FT,100000,NL,4,0,0,0,AI,medium
Data Scientist,EN,FT,12783,IN,4,1,0,0,healthcare,medium
Data Scientist,SE,FT,250000,US,8,1,0,0,cybersecurity,low
Data Scientist,SE,FT,162500,US,7,1,0,0,AI,low
Data Scientist,SE,FT,185000,GB,6,1,0,0,healthcare,low
Data Scientist,SE,FT,120250,GB,4,1,0,0,healthcare,medium
Data Engineer,EN,FT,26903,DE,6,0,0,0,finance,low
Data Scientist,EN,FT,180000,US,9,1,0,0,finance,low
Research Scientist,MI,FT,85000,US,4,0,0,0,finance,low
Research Scientist,MI,FT,70000,US,4,0,0,0,AI,high
BI Developer,SE,FT,135000,US,5,0,1,0,AI,low
BI Developer,SE,FT,100000,US,4,0,1,0,cybersecurity,high
Data Analytics Manager,EX,FT,155000,US,3,0,0,0,finance,low
Data Analytics Manager,EX,FT,140000,US,7,0,0,0,healthcare,low
Machine Learning Engineer,SE,FT,204500,US,7,0,0,0,webdev,low
Machine Learning Engineer,SE,FT,142200,US,6,0,0,0,cybersecurity,low
Data Engineer,SE,FT,226700,US,9,0,0,0,AI,low
Data Engineer,SE,FT,133300,US,4,0,0,0,cybersecurity,low
Data Scientist,SE,FT,225000,US,3,1,0,0,cybersecurity,high
Data Scientist,SE,FT,156400,US,6,1,0,0,cybersecurity,medium
Data Engineer,SE,FT,163800,US,5,0,0,0,cybersecurity,medium
Data Engineer,SE,FT,126000,US,6,0,0,0,webdev,low
Machine Learning Engineer,SE,FT,163800,US,6,0,0,0,finance,low
Machine Learning Engineer,SE,FT,126000,US,4,0,0,0,healthcare,low
ML Engineer,SE,FT,220000,US,5,0,0,0,cybersecurity,medium
ML Engineer,SE,FT,150000,US,6,0,0,0,cybersecurity,high
Data Engineer,SE,FT,145000,US,3,0,0,0,cybersecurity,low
Data Engineer,SE,FT,115000,US,3,0,0,0,finance,low
Data Analytics Manager,SE,FT,204500,US,7,0,0,0,AI,low
Data Analytics Manager,SE,FT,138900,US,5,0,0,0,AI,low
Data Engineer,MI,FT,162500,US,5,0,0,0,webdev,low
Data Engineer,MI,FT,130000,US,7,0,0,0,AI,medium
Data Engineer,SE,FT,150000,US,6,0,0,0,cybersecurity,medium
Data Engineer,SE,FT,107000,US,5,0,0,0,cybersecurity,low
Data Engineer,EX,FT,175000,US,3,0,0,0,cybersecurity,low
Data Engineer,EX,FT,110000,US,3,0,0,0,webdev,high
Data Engineer,SE,FT,226700,US,4,0,0,0,cybersecurity,low
Data Engineer,SE,FT,133300,US,5,0,0,0,AI,low
Data Engineer,SE,FT,252000,US,6,0,0,0,finance,low
Data Engineer,SE,FT,129000,US,7,0,0,0,finance,low
Machine Learning Engineer,SE,FT,150000,US,7,0,0,0,healthcare,low
Machine Learning Engineer,SE,FT,125000,US,6,0,0,0,AI,medium
Data Engineer,SE,FT,252000,US,9,0,0,0,cybersecurity,low
Data Engineer,SE,FT,129000,US,8,0,0,0,finance,low
Data Scientist,SE,FT,225000,US,4,1,0,0,AI,medium
Data Scientist,SE,FT,156400,US,7,1,0,0,finance,low
Research Scientist,MI,FT,23000,IN,5,0,0,0,cybersecurity,medium
Machine Learning Engineer,MI,FT,110000,US,4,0,0,0,finance,medium
Data Engineer,SE,FT,265000,US,5,0,0,0,healthcare,low
Data Engineer,SE,FT,182750,US,9,0,0,0,healthcare,medium
Data Analyst,MI,FT,130000,US,3,0,0,0,finance,low
Data Analyst,MI,FT,100000,US,4,0,0,0,AI,high
Data Analyst,SE,FT,153600,US,7,0,0,0,AI,low
Data Analyst,SE,FT,106800,US,4,0,0,0,AI,high
Data Engineer,SE,FT,137500,US,4,0,0,0,finance,medium
Data Engineer,SE,FT,81500,US,4,0,0,0,AI,low
Head of Data Science,EX,FT,314100,US,8,0,0,0,cybersecurity,low
Head of Data Science,EX,FT,195800,US,4,0,0,0,healthcare,high
Applied Scientist,SE,FT,205000,US,5,0,0,0,cybersecurity,medium
Applied Scientist,SE,FT,180000,US,3,0,0,0,AI,low
Data Scientist,SE,FT,165000,US,9,1,0,0,cybersecurity,medium
Data Scientist,SE,FT,144000,US,6,1,0,0,AI,low
BI Developer,EN,FT,160000,US,4,0,1,0,finance,low
BI Developer,EN,FT,100000,US,7,0,1,0,cybersecurity,low
Data Engineer,EX,FT,200000,US,4,0,0,0,finance,low
Data Engineer,EX,FT,145000,US,7,0,0,0,finance,medium
Data Analyst,MI,FT,150000,US,5,0,0,0,webdev,low
Data Analyst,MI,FT,100000,US,7,0,0,0,AI,medium
Data Manager,SE,FT,199000,US,6,0,0,0,healthcare,low
Data Manager,SE,FT,112000,US,3,0,0,0,AI,low
Data Scientist,SE,FT,105000,US,7,1,0,0,healthcare,low
Data Scientist,SE,FT,70000,US,7,1,0,0,AI,low
Big Data Engineer,EN,FT,130000,SE,3,0,0,0,finance,low
Data Analyst,SE,FT,180180,US,6,0,0,0,cybersecurity,low
Data Analyst,SE,FT,106020,US,4,0,0,0,cybersecurity,low
Data Engineer,EN,FT,160000,US,7,0,0,0,webdev,low
Data Engineer,EN,FT,135000,US,3,0,0,0,healthcare,low
Data Scientist,SE,FT,183000,US,5,1,0,0,healthcare,low
Data Scientist,SE,FT,134000,US,3,1,0,0,healthcare,medium
Machine Learning Engineer,SE,FT,220000,US,5,0,0,0,finance,high
Machine Learning Engineer,SE,FT,150000,US,6,0,0,0,healthcare,low
Applied Scientist,SE,FT,350000,US,4,0,0,0,cybersecurity,low
Applied Scientist,SE,FT,262500,US,3,0,0,0,finance,low
Data Analyst,SE,FT,122000,US,9,0,0,0,AI,high
Data Analyst,SE,FT,94000,US,9,0,0,0,healthcare,low
Machine Learning Engineer,SE,FT,276000,US,8,0,0,0,healthcare,low
Machine Learning Engineer,SE,FT,184000,US,7,0,0,0,AI,low
Data Engineer,EX,FT,310000,US,6,0,0,0,healthcare,low
Data Engineer,EX,FT,239000,US,3,0,0,0,AI,low
Data Scientist,SE,FT,225000,US,9,1,0,0,finance,medium
Data Scientist,SE,FT,156400,US,7,1,0,0,cybersecurity,low
Machine Learning Engineer,MI,FT,180000,US,9,0,0,0,AI,medium
Machine Learning Engineer,MI,FT,150000,US,3,0,0,0,webdev,low
Data Scientist,SE,FT,228000,US,5,1,0,0,AI,low
Data Scientist,SE,FT,152000,US,3,1,0,0,healthcare,high
Data Scientist,SE,FT,209450,US,8,1,0,0,finance,low
Data Scientist,SE,FT,158677,US,3,1,0,0,finance,medium
Data Analyst,SE,FT,175000,US,3,0,0,0,AI,low
Data Analyst,SE,FT,145000,US,8,0,0,0,cybersecurity,low
Data Engineer,SE,FT,240000,US,6,0,0,0,webdev,high
Data Engineer,SE,FT,170000,US,3,0,0,0,finance,low
Data Analyst,MI,FT,103200,US,8,0,0,0,healthcare,medium
Data Analyst,MI,FT,61200,US,7,0,0,0,healthcare,low
Data Scientist,MI,FT,155000,US,5,1,0,0,cybersecurity,medium
Marketing Data Engineer,EN,FT,66970,SG,5,0,0,0,finance,low
Data Scientist,SE,FT,63492,EE,3,1,0,0,AI,low
Data Scientist,SE,FT,237000,US,6,1,0,0,healthcare,medium
Data Scientist,SE,FT,145000,US,6,1,0,0,cybersecurity,high
Data Scientist,SE,FT,240000,US,7,1,0,0,finance,high
Data Scientist,SE,FT,139000,US,3,1,0,0,finance,medium
Data Architect,SE,FT,174500,US,5,0,0,0,finance,medium
Data Architect,SE,FT,113000,US,6,0,0,0,finance,low
Data Analyst,SE,FT,130000,US,3,0,0,0,finance,low
Data Analyst,SE,FT,87000,US,9,0,0,0,healthcare,low
Data Analyst,SE,FT,160000,US,6,0,0,0,cybersecurity,low
Data Analyst,SE,FT,108000,US,8,0,0,0,finance,low
Data Engineer,SE,FT,165000,US,9,0,0,0,webdev,low
Data Engineer,SE,FT,107250,US,6,0,0,0,webdev,low
Data Engineer,SE,FT,300000,US,5,0,0,0,cybersecurity,medium
Data Engineer,SE,FT,119000,US,4,0,0,0,AI,low
Data Scientist,SE,FT,285800,US,9,1,0,0,AI,low
Data Scientist,SE,FT,154600,US,7,1,0,0,AI,low
Head of Data Science,MI,FT,60873,IN,7,0,0,0,webdev,medium
Data Analyst,EN,FT,30000,US,5,0,0,0,AI,medium
Data Science Manager,MI,FT,220000,US,6,0,0,0,healthcare,medium
Data Science Manager,MI,FT,195000,US,3,0,0,0,finance,low
Data Manager,SE,FT,168400,US,6,0,0,0,webdev,low
Data Manager,SE,FT,105200,US,5,0,0,0,cybersecurity,low
Data Analyst,MI,FT,206000,US,7,0,0,0,cybersecurity,low
Data Analyst,MI,FT,160000,US,6,0,0,0,finance,low
Analytics Engineer,SE,FT,200000,US,7,0,0,0,webdev,low
Analytics Engineer,SE,FT,175000,US,9,0,0,0,AI,low
Analytics Engineer,SE,FT,231250,US,3,0,0,0,AI,high
Analytics Engineer,SE,FT,138750,US,9,0,0,0,healthcare,high
Data Engineer,SE,FT,153000,CA,7,0,0,0,healthcare,low
Data Engineer,SE,FT,94000,CA,7,0,0,0,AI,low
Data Engineer,SE,FT,240500,US,4,0,0,0,cybersecurity,low
Data Engineer,SE,FT,123700,US,4,0,0,0,cybersecurity,low
Data Engineer,SE,FT,160000,US,9,0,0,0,healthcare,high
Data Engineer,SE,FT,90000,US,8,0,0,0,finance,low
Data Scientist,EN,FT,124234,US,9,1,0,0,AI,medium
Data Scientist,EN,FT,74540,US,4,1,0,0,healthcare,low
Data Analyst,MI,FT,109000,US,7,0,0,0,healthcare,high
Data Analyst,MI,FT,79000,US,5,0,0,0,AI,low
Machine Learning Engineer,SE,FT,84053,FR,9,0,0,0,AI,medium
Machine Learning Engineer,MI,FT,50000,AM,7,0,0,0,cybersecurity,low
Data Scientist,SE,FT,275300,US,5,1,0,0,finance,medium
Data Scientist,SE,FT,183500,US,5,1,0,0,finance,low
Data Scientist,SE,FT,275300,US,4,1,0,0,AI,low
Data Scientist,SE,FT,183500,US,9,1,0,0,webdev,high
Data Analyst,SE,FT,160000,US,6,0,0,0,healthcare,high
Data Analyst,SE,FT,125600,US,3,0,0,0,healthcare,medium
Data Engineer,SE,FT,170000,US,4,0,0,0,AI,medium
Data Engineer,SE,FT,120000,US,4,0,0,0,webdev,medium
Data Engineer,SE,FT,225000,US,6,0,0,0,cybersecurity,low
Data Engineer,SE,FT,140000,US,3,0,0,0,AI,low
Data Analyst,SE,FT,141290,US,7,0,0,0,AI,low
Data Analyst,SE,FT,74178,US,8,0,0,0,healthcare,medium
Data Scientist,SE,FT,150000,US,9,1,0,0,AI,low
Data Scientist,SE,FT,120000,US,8,1,0,0,AI,low
Data Engineer,SE,FT,85000,US,7,0,0,0,AI,low
Data Engineer,SE,FT,75000,US,4,0,0,0,healthcare,medium
Data Engineer,SE,FT,220000,US,3,0,0,0,cybersecurity,low
Data Engineer,SE,FT,160000,US,4,0,0,0,cybersecurity,low
Data Engineer,SE,FT,205600,US,5,0,0,0,AI,low
Data Engineer,SE,FT,107500,US,4,0,0,0,healthcare,low
Data Engineer,MI,FT,120000,US,4,0,0,0,cybersecurity,low
Data Engineer,MI,FT,95000,US,7,0,0,0,cybersecurity,medium
Data Engineer,SE,FT,185900,US,7,0,0,0,cybersecurity,medium
Data Engineer,SE,FT,129300,US,7,0,0,0,healthcare,medium
Data Engineer,SE,FT,160000,US,8,0,0,0,healthcare,low
Data Engineer,SE,FT,130000,US,5,0,0,0,AI,medium
Data Scientist,EN,FT,12905,IN,7,1,0,0,finance,low
Data Engineer,MI,FT,250000,US,3,0,0,0,cybersecurity,low
Data Engineer,MI,FT,175000,US,8,0,0,0,finance,medium
Data Scientist,SE,FT,136000,US,6,1,0,0,healthcare,low
Data Scientist,SE,FT,104000,US,3,1,0,0,healthcare,low
Data Analyst,MI,FT,80000,US,9,0,0,0,healthcare,medium
Data Analyst,MI,FT,52500,US,9,0,0,0,finance,low
Data Scientist,SE,FT,110000,US,3,1,0,0,healthcare,medium
Data Scientist,SE,FT,84000,US,7,1,0,0,AI,low
BI Analyst,SE,FT,125000,US,6,0,0,0,healthcare,medium
BI Analyst,SE,FT,110000,US,6,0,0,0,webdev,low
Data Analyst,MI,FT,90000,US,8,0,0,0,finance,low
Data Analyst,MI,FT,80000,US,6,0,0,0,webdev,medium
ML Engineer,SE,FT,200000,US,9,0,0,0,healthcare,low
ML Engineer,SE,FT,135000,US,5,0,0,0,AI,low
Business Data Analyst,EN,FT,48000,US,7,0,0,0,cybersecurity,low
AI Developer,EN,FT,120000,BA,6,0,1,0,healthcare,low
Data Engineer,SE,FT,130000,US,8,0,0,0,AI,low
Data Engineer,SE,FT,75000,US,9,0,0,0,finance,low
Data Engineer,SE,FT,252000,US,5,0,0,0,webdev,high
Data Engineer,SE,FT,129000,US,4,0,0,0,webdev,low
Data Analyst,MI,FT,150000,US,4,0,0,0,webdev,low
Data Analyst,MI,FT,100000,US,5,0,0,0,finance,low
Data Engineer,SE,FT,226700,US,9,0,0,0,AI,low
Data Engineer,SE,FT,133300,US,8,0,0,0,finance,high
Data Scientist,SE,FT,190000,US,5,1,0,0,webdev,low
Data Scientist,SE,FT,165000,US,7,1,0,0,healthcare,high
Data Engineer,SE,FT,170000,US,7,0,0,0,cybersecurity,low
Data Engineer,SE,FT,150000,US,4,0,0,0,finance,medium
Data Engineer,MI,FT,150000,US,6,0,0,0,finance,low
Data Engineer,MI,FT,130000,US,8,0,0,0,AI,medium
Data Scientist,SE,FT,225000,US,4,1,0,0,AI,low
Data Scientist,SE,FT,156400,US,6,1,0,0,finance,low
Computer Vision Engineer,SE,FT,200000,US,6,0,0,0,webdev,low
Applied Data Scientist,MI,FT,80000,KE,7,1,0,0,cybersecurity,low
Business Data Analyst,EN,FT,12913,GR,9,0,0,0,AI,high
AI Developer,EN,FT,6304,MK,3,0,1,0,webdev,low
Data Analytics Lead,MI,FT,17531,SG,9,0,0,0,healthcare,low
Data Scientist,SE,FT,257000,US,3,1,0,0,AI,medium
Data Scientist,SE,FT,134000,US,5,1,0,0,webdev,low
Data Scientist,SE,FT,77482,LV,7,1,0,0,webdev,high
Data Scientist,SE,FT,38741,LV,6,1,0,0,cybersecurity,medium
Data Engineer,SE,FT,205600,US,8,0,0,0,cybersecurity,low
Data Engineer,SE,FT,105700,US,3,0,0,0,healthcare,medium
BI Developer,SE,FT,140000,US,9,0,1,0,webdev,low
BI Developer,SE,FT,110000,US,6,0,1,0,webdev,low
Data Science Manager,SE,FT,299500,US,3,0,0,0,cybersecurity,low
Data Science Manager,SE,FT,245100,US,3,0,0,0,AI,low
Research Scientist,SE,FT,210000,US,3,0,0,0,AI,medium
Research Scientist,SE,FT,151800,US,8,0,0,0,finance,high
Data Scientist,MI,FT,53807,RO,7,1,0,0,cybersecurity,low
Data Analyst,SE,FT,51655,ES,8,0,0,0,finance,low
Data Analyst,SE,FT,40893,ES,4,0,0,0,cybersecurity,high
Data Analyst,SE,FT,51655,ES,6,0,0,0,healthcare,low
Data Analyst,SE,FT,40893,ES,7,0,0,0,webdev,low
Data Engineer,EN,FT,160000,US,7,0,0,0,healthcare,low
Data Engineer,EN,FT,135000,US,7,0,0,0,cybersecurity,high
Data Engineer,MI,FT,120000,US,9,0,0,0,webdev,low
Data Engineer,MI,FT,95000,US,7,0,0,0,AI,medium
Data Engineer,SE,FT,250000,US,8,0,0,0,AI,medium
Data Engineer,SE,FT,63000,US,7,0,0,0,finance,low
Data Scientist,SE,FT,237000,US,5,1,0,0,cybersecurity,low
Data Scientist,SE,FT,145000,US,6,1,0,0,cybersecurity,medium
Data Scientist,SE,FT,130000,US,7,1,0,0,AI,low
Data Scientist,SE,FT,90000,US,6,1,0,0,healthcare,medium
Data Analyst,MI,FT,120000,US,5,0,0,0,webdev,high
